Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;% bioalcohol;Precio biodiésel;% éster metílico;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;Precio gasolina 95 E25;Precio gasolina 95 E85;Precio AdBlue;Precio diesel renovable;Precio gasolina renovable	;Precio metanol	;Precio  amoniaco	;Precio BGNC	;Precio BGNL;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;Ultimo dato;Tipo_Vendedor;Provincia;Comunidad_Autonoma;Total población;Población hombres;Población mujeres;Competencia_1km;Competencia_2km;Competencia_5km;Competencia_10km;Competencia_25km;Competencia_50km;Competencia_100km;Distancia_Exolum_km
CAÑAMERO;CAÑAMERO;10136;CARRETERA EX-102 KM. 55,100;D;-5.395083;39.369056;30/11/2025 19:42;1.549;;;1.639;;1.489;;1.129;;;;;;;;;;;;;;;;;;;IBERDOEX;P;dm;L-D: 06:00-21:00;L-D: 06:00-21:00 (A);2025-11-30;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;1;4;48;311;94.27090739110368
CAÑAVERAL;CAÑAVERAL;10820;CR N-630, 509,3;D;-6.386611;39.793917;03/12/2025 00:00;1.489;;;;;1.499;1.549;;;;;;;;;;;;;;;;;;;;LA PISTA S.L.;P;OM;"L-V: 06:30-22:00; S-D: 07:00-22:00";"L-V: 06:30-22:00 (P); S-D: 07:00-22:00 (P)";2025-12-03;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;0;15;73;242;96.02488866269191
CASAR DE CÁCERES;CASAR DE CACERES;10190;CARRETERA CIRCUNVALACION KM. S/N;D;-6.419111;39.550472;02/12/2025 14:48;1.399;;;;;1.349;;;;;;;;;;;;;;;;;;;;;COOPRADO;P;dm;L-D: 24H;L-D: 24H (A);2025-12-02;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;3;3;12;28;61;343;69.25084866587366
CASAR DE CÁCERES;CASAR DE CACERES;10190;AUTOVIA A-66 KM 539 KM. 539;D;-6.399917;39.559889;03/12/2025 09:39;1.508;;;1.618;;1.528;1.618;1.113;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;2;3;10;28;65;344;70.13341360627896
CASAR DE CÁCERES;CASAR DE CACERES;10190;CARRETERA CACERES- CASAR DE CACERES KM. 8,3;D;-6.41175;39.546833;03/12/2025 13:29;1.509;;;1.689;;1.509;1.609;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;2;3;13;28;65;343;68.78199456568615
CASAR DE CÁCERES;CASAR DE CACERES;10190;CARRETERA N-630  KM.542.600 KM. ;I;-6.437028;39.547833;03/12/2025 00:00;1.489;;;;;1.529;1.619;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (A); S-D: 07:00-22:00 (A)";2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;1;3;12;27;59;343;69.14521028690764
CASAS DE DON GÓMEZ;CASAS DE DON GOMEZ;10818;CARRETERA EX-108 KM. 95,600;D;-6.596139;40.023833;02/12/2025 11:55;1.439;;;1.5;;1.429;1.429;1.13;;;;;;;;;;;;;;;;;;;GALP;P;dm;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (P); S-D: 07:00-22:00 (P)";2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;10;19;50;179;123.57968349307897
CASAS DEL CASTAÑAR;CASAS DEL CASTAÑAR;10616;AVENIDA ASPERILLAS, 45;N;-5.908972;40.107028;02/12/2025 09:37;;;;;;1.37;;0.93;;;;;;;;;;;;;;;;;;;SAN ROQUE;P;dm;L-D: 24H;L-D: 24H (A);2025-12-02;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;4;6;32;77;289;95.91529777984083
CASTAÑAR DE IBOR;CASTAÑAR DE IBOR;10340;CARRETERA km 28;D;-5.418583;39.625083;01/12/2025 10:17;1.549;;;;;1.519;;1.349;;;;;;;;;;;;;;;;;;;ESTACION DE SERVICIO CASTAÑAR;P;dm;L: 07:00-22:00;L: 07:00-22:00 (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;0;5;56;300;110.10255425916213
CECLAVÍN;CECLAVIN;10870;CR C-213, 10,5;D;-6.775111;39.826083;03/12/2025 00:00;1.479;;;;;1.509;1.589;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;L: 08:00-20:00;L: 08:00-20:00 (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;0;4;41;153;106.38693874876911
CILLEROS;CILLEROS;10895;CTRA. MORALEJA-CILLEROS km 12.1;I;-6.786556;40.110139;02/12/2025 07:47;1.479;;;;;1.499;;1.149;;;;;;;;;;;;;;;;;;;GALP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;1;9;32;134;135.07878949578406
COLLADO;COLLADO;10414;FINCA MESILLAS LA VEGA Y LA SALUD (EX-392 km 3-7);I;-5.676;40.000722;01/12/2025 12:20;;;;;;;;0.866;;;;;;;;;;;;;;;;;;;MESILLAS;R;dm;L-V: 08:00-15:00;L-V: 08:00-15:00 (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;8;33;73;280;104.70165490440533
CORIA;CORIA;10800;CARRETERA EX-108 KM. 86,9;N;-6.500417;39.982444;03/12/2025 14:00;1.449;;;;;1.499;1.569;1.049;;;;;;;;;;;;;;;;;;;Q8;P;dm;L-D: 06:00-00:00;Sin datos;2025-12-03;Descuento;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;2;4;6;24;57;185;117.76807316050207
CORIA;CORIA;10800;CARRETERA EX 108 KM. 87,2;D;-6.51925;39.982056;01/12/2025 20:01;;;;;;1.339;;;;;;;;;;;;;;;;;;;;;SETTRAN;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;4;4;6;24;56;185;117.93545915077797
CORIA;CORIA;10800;CR C-526, 29,2;D;-6.52125;39.969139;03/12/2025 00:00;1.479;;;;;1.529;1.629;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;2;4;6;24;55;185;116.53691570552309
CORIA;CORIA;10800;EX-108 km 87.400;D;-6.518028;39.984278;28/11/2025 16:30;;;;;;1.359;;1.049;;;;;;;;;;;;;;;;;;;COPAL;P;dm;L-D: 24H;L-D: 24H (A);2025-11-28;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;4;4;6;25;56;185;118.16591277304792
CORIA;CORIA;10800;CALLE CARRETERA DE MONTEHERMOSO, 1;D;-6.5305;39.98625;03/12/2025 00:00;1.479;;;;;1.539;;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;"L-V: 07:00-14:30 y 16:30-20:30; S: 08:00-14:30";Sin datos;2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;2;4;5;24;55;185;118.53278861420387
CUACOS DE YUSTE;CUACOS DE YUSTE;10430; CR C904, KM 19.800, ;D;-5.596611;40.049833;03/12/2025 00:00;1.479;;;;;1.505;1.605;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;"L-V: 09:00-20:00; S: 09:00-14:00";"L-V: 09:00-20:00 (A); S: 09:00-14:00 (A)";2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;7;30;74;279;99.159350145286
DELEITOSA;DELEITOSA;10370;AUTOVIA MADRID -PORTUGAL KM. 219;D;-5.719917;39.687861;01/12/2025 09:38;1.629;;;1.769;;1.539;1.609;;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;1;10;66;309;99.21117017225166
DELEITOSA;DELEITOSA;10370;CALLE NTRA SRA DE LA BREÑA, 0,4;D;-5.641611;39.644278;02/12/2025 08:28;1.529;;;;;1.499;1.569;;;;;;;;;;;;;;;;;;;;GALP;P;dm;L: 07:00-22:00;L: 07:00-22:00 (A);2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;1;11;55;308;99.03277519194516
ESCURIAL;ESCURIAL;10133;CARRETERA NACIONAL V KM. 287,9;D;-5.896972;39.172361;03/12/2025 10:40;1.539;;;;;1.489;1.559;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 24H;L-D: 00:00-05:59 (A), 05:59-21:59 (P), 21:59-23:59 (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;8;13;59;119;366;46.099315213540656
GALISTEO;GALISTEO;10691;CARRETERA EX-108 KM. 65,500;I;-6.295278;39.982139;01/12/2025 00:00;1.559;;1.649;;;1.479;1.579;1.169;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;"L-V: 07:00-22:00; S-D: 07:00-21:30";Sin datos;2025-12-01;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;1;6;27;69;204;116.8779934137668
GALISTEO;ALAGON;10690;PLAZA DE LOS RIOS, 5;D;-6.316639;39.973528;01/12/2025 11:45;;;;;;1.369;;0.959;;;;;;;;;;;;;;;;;;;SOC COOP NTRA SRA DEL PRADO S.C;P;dm;L: 24H;Sin datos;2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;2;5;28;67;203;115.88627633240213
GARROVILLAS DE ALCONÉTAR;GARROVILLAS DE ALCONETAR;10940;CARRERA EX302  PK 9,400, ;I;-6.543944;39.708444;01/12/2025 09:04;1.539;;;;;1.509;;1.299;;;;;;;;;;;;;;;;;;;IBERDOEX;P;dm;"L-V: 07:00-21:00; S-D: 08:00-14:30 y 17:30-20:00";"L-V: 07:00-21:00 (A); S-D: 08:00-14:30 (A), 17:30-20:00 (A)";2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;0;9;60;271;88.31655034261269
GUADALUPE;GUADALUPE;10140;CARRETERA C-713 KM. 4,5;I;-5.331194;39.451833;20/11/2025 12:32;1.519;;;;;1.499;;;;;;;;;;;;;;;;;;;;;CHIPI FUELL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-11-20;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;1;1;1;4;47;304;103.82068713224888
GUADALUPE;GUADALUPE;10140;CARRETERA EX-1118 KM. 1;D;-5.318583;39.448194;02/12/2025 00:49;1.549;;;1.659;;1.499;1.539;1.129;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;1;1;1;5;44;305;104.50358588370977
GUIJO DE GALISTEO;BATAN (EL);10692;CTRA. C-511 km 74,600;I;-6.373083;39.972694;02/12/2025 14:30;1.457;;;;;1.478;;1.118;;;;;;;;;;;;;;;;;;;BATAN;P;dm;"L-V: 07:00-22:00; S-D: 07:00-14:00 y 17:00-20:00";"L-V: 07:00-22:00 (P); S-D: 07:00-14:00 (P), 17:00-20:00 (P)";2025-12-02;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;1;4;25;61;196;115.84190298556365
GUIJO DE GRANADILLA;GUIJO DE GRANADILLA;10665;PARAJE ARENAS, SN;D;-6.171833;40.196889;01/12/2025 12:11;1.379;;;;;1.359;;;;;;;;;;;;;;;;;;;;;ACEITUNERA GRANADILLA;P;dm;L: 24H;L: 24H (D);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;1;1;2;25;71;249;94.95967494716372
JARAÍZ DE LA VERA;JARAIZ DE LA VERA;10400;CR EX-203, 12,8;I;-5.73175;40.026194;02/12/2025 14:48;1.44;;;;;1.389;;1.08;;;;;;;;;;;;;;;;;;;POCITO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-02;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;3;5;31;74;277;102.19559785247729
JARAÍZ DE LA VERA;JARAIZ DE LA VERA;10400;CARRETERA EX-392 KM. 16;I;-5.744667;40.051083;02/12/2025 18:33;1.559;;;;;1.499;1.589;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A);2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;2;3;5;27;76;276;99.54855631102504
JARAÍZ DE LA VERA;JARAIZ DE LA VERA;10400;CALLE HERNAN CORTES, 84;D;-5.747278;40.059528;25/11/2025 09:07;1.399;;;;;1.379;;;;;;;;;;;;;;;;;;;;;   PETROL STATION;P;dm;L-D: 24H;L-D: 24H (A);2025-11-25;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;2;3;5;24;75;288;98.63831426209883
JARAÍZ DE LA VERA;JARAIZ DE LA VERA;10400;CL AVENIDA CONSTITUCION, S.N.;D;-5.757556;40.055139;02/12/2025 14:47;1.539;;;;;1.509;1.559;1.16;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;2;3;5;23;77;276;99.22083326460677
JARANDILLA DE LA VERA;JARANDILLA DE LA VERA;10450;CALLE SOLEDAD VEGA Y ORTIZ S/N (EX-203 km 47,8);I;-5.662944;40.130417;26/11/2025 19:25;1.569;;;1.719;;1.519;1.589;1.139;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-11-26;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;1;22;75;320;90.2464971368539
LOGROSÁN;LOGROSAN;10120;CARRETERA EX-102 KM. 45,500;I;-5.479444;39.333333;01/12/2025 07:51;1.593;;;1.733;;1.509;1.579;1.276;;;;;;;;;;;;1.1;;;;;;;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);2025-12-01;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;1;8;67;313;86.00690570007876
LOSAR DE LA VERA;LOSAR DE LA VERA;10460;DISEMINADO EL ROBLEDO, S/N;D;-5.534944;40.080528;24/11/2025 09:32;1.455;;;;;1.415;;1.029;;;;;;;;;;;;;;;;;;;CARBURANTES COOLOSAR;P;dm;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-13:00 (A), 13:00-16:00 (D), 16:00-18:30 (A), 18:30-23:59 (D); S: 00:00-08:00 (D), 08:00-13:00 (A), 13:00-23:59 (D); D: 24H (D)";2025-11-24;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;3;23;76;325;96.00128235416388
LOSAR DE LA VERA;LOSAR DE LA VERA;10460;CARRETERA COMARCAL 501 KM. 58,200;N;-5.596333;40.115639;01/12/2025 08:35;1.529;;;;;1.449;;;;;;;;;;;;;;;;;;;;;E.S. COMARCA DE LA VERA;P;dm;L-D: 24H;Sin datos;2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;3;23;74;335;91.84428932427768
MADRIGALEJO;MADRIGALEJO;10110;AVENIDA DE LA CONSTITUCION, S;N;-5.620667;39.137083;01/12/2025 12:15;;;;;;1.303;;0.942;;;;;;;;;;;;;;;;;;;SOC. COOP. LTDA. DEL CAMPO SAN JUAN;P;dm;L-D: 24H;L-D: 24H (D);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;1;1;2;34;95;309;65.50983272021621
MADRIGALEJO;MADRIGALEJO;10110;CALLE PUENTE PABLILLA, S/N, S/N;D;-5.621083;39.138611;03/12/2025 00:00;1.479;;;;;1.499;1.549;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;1;1;2;34;95;309;65.53508338723886
MADROÑERA;MADROÑERA;10210;EX208 km 91,87;I;-5.784444;39.412861;01/12/2025 08:48;1.529;;;1.719;;1.479;1.539;1.199;;;;;;;;;;;;;;;;;;;IBERDOEX;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;5;13;83;331;71.33839360614812
MAJADAS;MAJADAS;10529;AUTOVIA EX-A1 KM. 16;D;-5.761944;39.917278;26/11/2025 21:43;1.629;;;;;1.579;1.639;;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);2025-11-26;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;0;24;77;268;114.49941795397922
MALPARTIDA DE CÁCERES;MALPARTIDA DE CACERES;10910;NACIONAL V km 58,8;D;-6.502139;39.451028;02/12/2025 11:54;1.449;;;;;1.399;1.399;;;;;;;;;;;;;0.8;;;;;;;GALP MALPARTIDA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;1;7;29;46;348;59.62413270874273
MALPARTIDA DE CÁCERES;MALPARTIDA DE CACERES;10910;CARRETERA N-521 KM. 54,5;D;-6.453667;39.456028;03/12/2025 00:00;1.499;;;;;1.519;1.619;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;"L-S: 07:00-22:00; D: 07:00-14:00";"L-S: 07:00-22:00 (A); D: 07:00-14:00 (A)";2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;2;18;29;50;348;59.27988575173346
MALPARTIDA DE PLASENCIA;MALPARTIDA DE PLASENCIA;10680;AVENIDA AVDA CIUDAD DE PLASENCIA, S/N;D;-6.051639;39.982389;28/11/2025 13:54;1.399;;;;;1.369;;;;;;;;;;;;;;;;;;;;;COOP. NTRA SRA DEL PRADO S.C;P;dm;L-D: 24H;L-D: 24H (A);2025-11-28;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;1;1;9;26;77;230;112.68585280504858
MALPARTIDA DE PLASENCIA;MALPARTIDA DE PLASENCIA;10680;AVENIDA DE LA CONSTITUCIÓN, S/N;N;-6.046667;39.976833;03/12/2025 00:00;1.509;;;;;1.519;;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;"L-V: 07:00-22:00; S: 07:00-15:00; D: 08:00-15:00";"L-V: 07:00-22:00 (P); S: 07:00-15:00 (P); D: 08:00-15:00 (P)";2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;1;1;9;26;78;233;113.13658308901071
MALPARTIDA DE PLASENCIA;MALPARTIDA DE PLASENCIA;10680;CARRETERA A-66 KM. 494;D;-6.276139;39.882972;03/12/2025 14:00;1.509;;;1.619;;1.539;;1.134;;;;;;0.969;;;;;;;1.619;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;2;3;26;81;219;105.91643525035902
MIAJADAS;MIAJADAS;10100;CARRETERA N-5 KM. 290,8;I;-5.925167;39.143306;03/12/2025 00:00;1.479;;1.539;1.589;;1.499;;1.094;;;;;;;;;;;;;1.589;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;5;6;9;12;56;125;372;42.26378090997853
MIAJADAS;MIAJADAS;10100;CALLE FUNDIDORES, 9;N;-5.923556;39.139806;26/11/2025 17:40;;;;;;1.35;;;;;;;;;;;;;;;;;;;;;TRANSTELLO S.L.;P;dm;"L-V: 07:30-14:00 y 16:00-20:30; S: 07:30-14:00";"L-V: 07:30-14:00 (P), 16:00-20:30 (P); S: 07:30-14:00 (P)";2025-11-26;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;6;7;9;12;56;125;374;42.16494737966506
MIAJADAS;MIAJADAS;10100;AVENIDA GARCIA SIÑERIZ, 172;D;-5.919;39.146556;01/12/2025 09:37;;;;;;1.349;;;;;;;;;;;;;;0.613;;;;;;;SAN ISIDRO DE MIAJADAS SCL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;5;7;9;12;56;124;373;42.90675270754218
MIAJADAS;MIAJADAS;10100;CALLE HERRADORES, 2;N;-5.9215;39.140472;21/11/2025 11:26;1.459;;;;;1.379;;;;;;;;;;;;;;;;;;;;;SHELL;P;dm;L-D: 24H;L-D: 24H (A);2025-11-21;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;5;7;9;12;56;125;374;42.35387790369791
MIAJADAS;MIAJADAS;10100;CARRETERA EX-106 KM. 2,50;I;-5.901833;39.141306;03/12/2025 10:28;1.31;;;;;1.27;;;;;;;;;;;;;;;;;;;;;SEDIMACAR, SL;P;dm;L-D: 00:00-23:59;L-D: 24H (A);2025-12-03;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;6;9;13;60;123;372;43.83281777068797
MIAJADAS;MIAJADAS;10100;CALLE DE LAS ARTES Y OFICIOS, S/N;D;-5.933806;39.136472;01/12/2025 10:21;;;;;;1.35;;;;;;;;;;;;;;;;;;;;;ESTACION 24H. MIAJADAS LOGISTICA Y TRANSPORTES SL;P;dm;L-D: 24H;L-D: 24H (D);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;6;8;12;56;125;373;41.22264715185652
MIAJADAS;MIAJADAS;10100;CARRETERA EX-106 KM. 1,4;D;-5.900556;39.13275;02/12/2025 08:31;1.529;;;;;1.479;1.545;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 07:00-23:00;Sin datos;2025-12-02;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;1;3;10;12;61;123;371;43.43010419212752
MIAJADAS;MIAJADAS;10100;AVENIDA DE LOS GREMIOS, 15,17;D;-5.919222;39.141778;01/12/2025 09:35;;;;;;;;0.948;;;;;;;;;;;;;;;;;;;12126;R;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;5;8;9;12;56;125;375;42.59777840194256
MIAJADAS;MIAJADAS;10100;POLIGONO C/ CURTIDORES, 22;N;-5.920972;39.140444;01/12/2025 20:06;1.399;;;;;1.349;1.399;;;;;;;;;;;;;0.699;;;;;;;MOMO OIL;P;dm;L-D: 24H;Sin datos;2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;5;8;9;12;56;125;374;42.39030354029409
MOHEDAS DE GRANADILLA;MOHEDAS DE GRANADILLA;10664;PASEO PASEO DEL CRUCE, 16;D;-6.192194;40.240528;01/12/2025 10:21;1.399;;;;;1.379;1.439;1.409;;;;;;;;;;;;;;;;;;;GRANAOIL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;3;17;72;250;91.6455632461399
MONTÁNCHEZ;MONTANCHEZ;10170;AVENIDA JUAN CARLOS RODRIGUEZ IBARRA, 15;D;-6.1485;39.228917;03/12/2025 00:00;1.479;;;;;1.509;1.579;;;;;;;;;;;;;;;;;;;;PETRONOR;P;OM;L-S: 08:00-14:00 y 15:30-20:00;L-S: 08:00-14:00 (A), 15:30-20:00 (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;0;4;20;143;377;36.656265659977635
MONTEHERMOSO;MONTEHERMOSO;10810;CARRETERA CC 370 KM. 23;D;-6.328778;40.081833;01/12/2025 13:48;1.379;;;;;1.359;1.429;0.987;;;;;;;;;;;;;;;;;;;GASÓLEOS MONTEHERMOSO;P;dm;L-D: 24H;Sin datos;2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;1;2;30;67;183;112.75802487573989
MONTEHERMOSO;MONTEHERMOSO;10810;CARRETERA POZUELO KM. 75;D;-6.363306;40.093472;01/12/2025 18:22;1.359;;;;;1.335;;0.939;;;;;;;;;;;;;;;;;;;E.S. LA CENTRAL;P;dm;L-D: 24H;L-D: 24H (D);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;1;3;31;63;181;113.25072379674126
MORALEJA;MORALEJA;10840;CARRETERA EX-108 KM. 111,7;D;-6.651056;40.063417;03/12/2025 14:00;1.506;;1.589;;;1.515;1.575;1.126;;;;;;;;;;;;;;;;;;;MOEVE;P;OM;L-D: 06:00-23:59;L-D: 06:00-23:59 (A);2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;2;3;4;6;16;45;165;128.82782164255843
MORALEJA;MORALEJA;10840;CALLE ARROYO DEL FRESNEDOSO, 0;D;-6.6435;40.059917;01/12/2025 11:08;1.459;;;;;1.398;;;;;;;;;;;;;;0.72;;;;;;;JTFUEL;P;dm;L-D: 24H;L-D: 00:00-07:00 (D), 07:00-20:00 (A), 20:00-23:59 (D);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;2;2;4;6;17;45;166;128.31086679788646
MORALEJA;MORALEJA;10840;CALLE VEGA DE LAS MARCELINAS, 0;I;-6.670861;40.049056;03/12/2025 09:28;1.519;;;;;1.488;;;;;;;;;;;;;;;;;;;;;E.S. DEHESA BOYAL;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-23:59 (P);2025-12-03;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;5;6;15;44;164;127.64568512787979
MORALEJA;MORALEJA;10840;CARRETERA C-526 KM. 46,1;I;-6.661222;40.07325;03/12/2025 00:00;1.479;;;;;1.549;1.639;1.14;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;L: 06:30-21:30;Sin datos;2025-12-03;Petrolera;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;2;4;6;16;44;164;130.08286299700964
MORALEJA;MORALEJA;10840;AVENIDA PUREZA CANELO, S/N;N;-6.650972;40.063778;02/12/2025 13:54;1.459;;;;;1.398;;;;;;;;;;;;;;0.72;;;;;;;GRUPO CRIADO;P;dm;L-D: 24H;Sin datos;2025-12-02;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;2;3;4;6;16;45;165;128.86549406427244
MORALEJA;VEGAVIANA;10848;CALLE RONDA DE LA RIVERA, 15;N;-6.717472;40.043361;01/12/2025 10:59;;;;;;1.45;;;;;;;;;;;;;;;;;;;;;COOPERATIVA VIRGEN DE FATIMA;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Cáceres;Extremadura;389558.0;192951.0;196607.0;0;0;1;6;15;38;156;128.00593038621696
