Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;% bioalcohol;Precio biodiésel;% éster metílico;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;Precio gasolina 95 E25;Precio gasolina 95 E85;Precio AdBlue;Precio diesel renovable;Precio gasolina renovable	;Precio metanol	;Precio  amoniaco	;Precio BGNC	;Precio BGNL;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;Ultimo dato;Tipo_Vendedor;Provincia;Comunidad_Autonoma;Total población;Población hombres;Población mujeres;Competencia_1km;Competencia_2km;Competencia_5km;Competencia_10km;Competencia_25km;Competencia_50km;Competencia_100km;Distancia_Exolum_km
ABENGIBRE;ABENGIBRE;02250;AVENIDA CASTILLA LA MANCHA, 26;D;-1.539167;39.211417;02/12/2025 11:36;1.399;;;;;1.399;;0.949;;;;;;;;;;;;;;;;;;;Nº 10.935;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-12-02;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;4;23;141;648;107.57035679965882
ALATOZ;ALATOZ;02152;CR CM-332, 46,4;I;-1.346083;39.100389;01/12/2025 23:59;1.599;;;;;1.559;1.609;;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 7:00-23:00;L-D: 7:00-23:00 (A);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;0;12;110;875;95.58393650908157
ALBACETE;ALBACETE;02001;CALLE FEDERICO GARCIA LORCA, 1;D;-1.849833;39.000861;01/12/2025 04:15;1.359;;;;;1.325;;;;;;;;;;;;;;;;;;;;;PLENERGY;P;dm;L-D: 24H;L-D: 24H (D);2025-12-01;Descuento;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;9;36;41;57;125;381;139.1580123519696
ALBACETE;ALBACETE;02001;CALLE FEDERICO GARCIA LORCA, 5;I;-1.846361;38.997722;01/12/2025 14:20;;;;;;1.499;;;;;;;;;;;;;;;;;;;;;MOEVE;R;dm;L-S: 05:00-23:00;L-S: 05:00-23:00 (A);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;9;32;39;57;123;380;138.71645290109507
ALBACETE;ALBACETE;02001;AVENIDA 1º DE MAYO, S/N;N;-1.8685;38.985667;03/12/2025 10:38;1.489;;;1.619;;1.429;1.469;;;;;;;;;;;;;;;;;;;;CARREFOUR;P;dm;"L-S: 08:00-22:00; D: 09:00-21:00";"L-S: 08:00-22:00 (A); D: 09:00-21:00 (A)";2025-12-03;Supermercado;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;11;31;40;56;119;384;139.61195798064165
ALBACETE;ALBACETE;02001;CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5;I;-1.832;39.054694;03/12/2025 00:00;1.509;;;1.659;;1.529;1.629;;;;;;;;;;;;;0.99;;;;;;;BP ROMICA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;1;38;61;128;375;136.66387967895272
ALBACETE;ALBACETE;02005;AVENIDA MENÉNDEZ PIDAL, 58;N;-1.864917;39.003333;03/12/2025 12:32;1.509;;;1.639;;1.439;1.535;;;;;;;;;;;;;;;;;;;;TAMOS;P;dm;L: 05:00-01:00;L: 05:00-01:00 (A);2025-12-03;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;14;35;41;55;128;378;140.4021519801837
ALBACETE;ALBACETE;02005;AVENIDA ESCRITOR RODRIGO RUBIO, 3;D;-1.885361;39.006889;30/11/2025 09:46;1.347;;;;;1.297;1.399;;;;;;;0.818;;;;;;;;;;;;;A&A;P;dm;L-S: 09:00-21:30;Sin datos;2025-11-30;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;14;33;41;53;127;384;142.10327167628935
ALBACETE;ALBACETE;02005;CL PASEO DE LA CUBA, 15;D;-1.854556;38.999722;03/12/2025 00:00;1.529;;;1.639;;1.469;;;;;;;;0.959;;;;;;;1.559;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;13;36;41;57;122;382;139.4320079828573
ALBACETE;ALBACETE;02005;PASEO CUBA (LA), 36;N;-1.859917;39.005083;03/12/2025 14:00;1.509;;;1.659;;1.439;1.535;;;;;;;0.966;;;;;;;;;;;;;MOEVE;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;11;35;41;55;127;377;140.14459096400898
ALBACETE;ALBACETE;02005;CALLE CONSTANTINO ROMERO, S/N;D;-1.884444;39.005528;02/12/2025 18:00;1.367;;;;;1.317;;;;;;;;;;;;;;;;;;;;;PLENERGY;P;dm;L-D: 24H;L-D: 24H (D);2025-12-02;Descuento;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;15;33;41;54;127;384;141.955185609769
ALBACETE;ALBACETE;02002;CALLE HERMANOS FALCÓ, 2;D;-1.849028;38.98925;28/11/2025 07:24;1.539;;;1.649;;1.499;1.589;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 06:30-22:30;Sin datos;2025-11-28;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;12;32;41;57;121;384;138.40135685302306
ALBACETE;ALBACETE;02006;AVDA. DE LOS TOREROS, S/N;N;-1.869889;38.998222;01/12/2025 00:00;1.449;;;;;1.419;1.469;;;;;;;;;;;;;;;;;;;;INPEALSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;2;14;35;41;56;124;382;140.45793673801862
ALBACETE;ALBACETE;02006;CARRETERA M 3203 KM. 2,6;D;-1.875944;38.963972;02/12/2025 18:11;1.483;;;;;1.426;1.481;;;;;;;;;;;;;;;;;;;;LA PULGOSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-02;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;20;38;53;118;387;138.90008423456288
ALBACETE;ALBACETE;02006;CR N-301, 244;I;-1.892972;39.027778;03/12/2025 14:00;1.519;;;1.619;;1.499;;;;;;;;;;;;;;;1.579;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;9;24;41;57;123;382;142.60895122777276
ALBACETE;ALBACETE;02006;CARRETERA JAEN KM. 2;D;-1.871722;38.994667;01/12/2025 06:00;1.539;;1.579;1.659;;1.489;;;;;;;;;;;;;;1.209;1.579;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;10;35;41;56;122;382;140.38011980935283
ALBACETE;ALBACETE;02006;CALLE CTRA. DE JAEN, 79;I;-1.883694;38.988111;01/12/2025 11:56;1.539;;;1.669;;1.499;;;;;;;;;;;;;;1.199;1.589;;;;;;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;5;34;41;56;122;389;140.87048904796086
ALBACETE;ALBACETE;02006;CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N;N;-1.847361;38.988972;01/12/2025 10:22;1.359;;;1.529;;1.329;1.399;;;;;;;;;;;;;;;;;;;;FAMILY ENERGY;P;dm;"L-S: 07:00-23:00; D: 08:00-23:00";"L-S: 07:00-23:00 (A); D: 08:00-23:00 (A)";2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;11;31;41;57;121;386;138.2632612420219
ALBACETE;ALBACETE;02006;CR N-322, 337,8;I;-2.031861;38.925833;01/12/2025 09:36;1.569;;;1.699;;1.509;1.579;;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 06:30-21:30;L-D: 06:30-21:30 (P);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;1;2;55;109;394;148.65811757949848
ALBACETE;ALBACETE;02006;CARRETERA N-322 KM. 359;D;-1.845083;39.033139;27/11/2025 12:55;1.509;;;1.619;;1.529;1.619;;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;"L-V: 07:00-21:00; S-D: 09:00-14:00";Sin datos;2025-11-27;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;27;39;57;128;377;138.50346300406923
ALBACETE;ALBACETE;02006;PG CAMPOLLANO-P. 2-CT, S.N.;D;-1.874972;39.012583;03/12/2025 00:00;1.519;;;1.629;;1.499;1.569;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;"L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00";"L-V: 06:00-22:00 (A); S: 07:30-15:30 (A); D: 09:00-15:00 (A)";2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;14;32;41;54;129;380;141.6897637877211
ALBACETE;ALBACETE;02006;AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N;N;-1.853306;38.982167;01/12/2025 00:00;1.449;;;;;1.419;;;;;;;;;;;;;;;;;;;;;INPEALSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;9;28;41;57;120;386;138.29248449427322
ALBACETE;ALBACETE;02006;CARRETERA NACIONAL 322 PTO KM 347 KM. 347;D;-1.9355;38.965639;27/11/2025 07:00;;;;;;1.429;;;;;;;;;;;;;;;;;;;;;P347;P;dm;L-S: 07:00-22:00;L-S: 07:00-22:00 (A);2025-11-27;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;39;57;117;394;143.43133486762292
ALBACETE;ALBACETE;02006;AVENIDA 1º DE MAYO, S/N;N;-1.866806;38.985194;01/12/2025 16:20;1.459;;;;;1.409;;;;;;;;;;;;;;;;;;;;;PETROCAMP;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;10;31;39;56;120;385;139.45992033679502
ALBACETE;ALBACETE;02006;CALLE ALMANSA, 2;I;-1.847083;38.984139;20/11/2025 13:16;1.537;;;1.685;;1.539;1.589;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A);2025-11-20;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;10;27;41;56;122;387;137.95464575160048
ALBACETE;ALBACETE;02099;CARRETERA NACIONAL 301 KM. 256;D;-1.831639;38.929389;01/12/2025 06:00;1.449;;;;;1.409;;;;;;;;;;;;;;0.899;;;;;;;INPEALSA;P;dm;L-D: 24H;"L-S: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D); D: 00:00-07:00 (D), 07:00-22:00 (P), 22:00-23:59 (D)";2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;3;28;55;124;395;133.64135240250408
ALBACETE;SANTA ANA;02328;AVENIDA PRINCIPE, 2;D;-1.994028;38.900944;03/12/2025 00:00;1.479;;;1.589;;1.459;;1.164;;;;;;;;;;;;;1.549;;;;;;REPSOL;P;OM;L-D: 08:00-16:00;L-D: 08:00-16:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;1;4;58;107;404;144.49123290756475
ALBACETE;SALOBRAL (EL);02140;CM. 3203 km 14,1;D;-1.9205;38.867556;28/11/2025 14:19;1.39;;;;;1.366;1.86;1.03;;;;;;;;;;;;;;;;;;;LOZANO;P;dm;"L-S: 07:00-14:00; D: 09:00-14:00";Sin datos;2025-11-28;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;1;2;56;111;401;137.14006062502034
ALBACETE;SALOBRAL (EL);02099;CTRA.AGUASNUEVAS KM 0,25;D;-1.922722;38.870278;01/12/2025 10:11;;;;;;;;1.03;;;;;;;;;;;;;;;;;;;CORYMAR;R;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;1;2;56;111;404;137.4467634289293
ALBACETE;ALBACETE;02007;MADRID-CARTAGENA km 248,5;D;-1.845278;38.971722;03/12/2025 00:00;1.519;;1.579;;;1.469;1.559;;;;;;;;;;;;;;;;;;;;REPSOL. LOS ANGELES DE LA MANCHA, S.L.;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;6;20;41;56;125;387;137.08816465606634
ALBACETE;ALBACETE;02007;POLIGONO CAMPOLLANO AVENIDA 1, 0;N;-1.893944;39.016389;01/12/2025 00:00;1.449;;;;;1.409;1.459;;;;;;;;;;;;;0.899;;;;;;;INPEALSA;P;dm;"L-V: 06:00-22:00; S: 06:00-14:00";S: 06:00-14:00 (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;2;15;27;41;54;126;383;143.10215423766633
ALBACETE;ALBACETE;02007;AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67;N;-1.886556;39.021583;02/12/2025 15:20;1.499;;;;;1.399;;;;;;;;;;;;;;;;;;;;;VALERO 24H;P;dm;L-D: 24H;L-D: 24H (A);2025-12-02;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;6;15;28;41;57;126;380;142.30923191951695
ALBACETE;ALBACETE;02007;AVENIDA PRIMERA, S/N;D;-1.882056;39.022139;01/12/2025 18:00;1.345;;;;;1.295;;;;;;;;;;;;;;;;;;;;;GMOIL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;5;15;28;40;57;126;379;141.92175562424265
ALBACETE;ALBACETE;02007;POLIGONO CAMPOLLANO, 55;N;-1.871361;39.015444;02/12/2025 20:18;1.499;;;1.629;;1.479;1.539;;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;"L-V: 05:30-23:00; S: 06:30-22:30; D: 07:30-21:00";Sin datos;2025-12-02;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;14;32;40;56;129;379;141.29744579039402
ALBACETE;ALBACETE;02007;POLIGONO CAMPOLLANO AVENIDA -0-, 69;D;-1.879639;39.021972;01/12/2025 10:45;1.539;;;;;1.389;;;;;;;;;;;;;;;;;;;;;ABOIL;P;dm;"L-V: 07:00-21:00; S-D: 09:00-14:00";"L-V: 07:00-21:00 (P); S-D: 09:00-14:00 (P)";2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;15;30;40;57;126;381;141.73069433337687
ALBACETE;ALBACETE;02007;AUTOVIA A-31 KM. 69;I;-1.891361;39.031528;03/12/2025 14:00;1.509;;;1.629;;1.479;1.549;;;;;;;0.969;;;;;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;7;25;41;57;123;382;142.3430356644696
ALBACETE;ALBACETE;02007;POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69;D;-1.874333;39.018;01/12/2025 10:51;1.459;;;1.599;;1.439;1.499;;;;;;;;;;;;;0.849;;;;;;;ENERCOM CARBURANTES;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;5;16;31;40;57;129;379;141.4444535110293
ALBACETE;ALBACETE;02007;POLIGONO CAMPOLLANO C/.F, 13;D;-1.889417;39.012472;02/12/2025 17:36;;;;;;1.349;;;;;;;;;;;;;;0.999;;;;;;;AVANZA OIL;P;dm;L-D: 24H;L-D: 24H (A);2025-12-02;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;14;31;40;53;127;383;142.73267023734172
ALBACETE;ALBACETE;02007;AVENIDA 3ª ESQUINA C/ F Nº3, 3;N;-1.885694;39.009417;01/12/2025 11:10;1.419;;;;;1.359;;;;;;;;;;;;;;;;;;;;;FAST & GAS;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;5;13;32;40;53;127;385;142.27867259803648
ALBACETE;ALBACETE;02007;SECTOR PARCELA T-3 LOCAL52, 14;N;-1.878111;39.009639;02/12/2025 14:54;1.345;;;1.479;;1.295;1.36;;;;;;;;;;;;;;;;;;;;ALCAMPO;P;dm;L-D: 24H;"L-S: 00:00-08:30 (D), 08:30-21:59 (A), 21:59-23:59 (D); D: 24H (D)";2025-12-02;Supermercado;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;6;15;32;41;53;129;380;141.74031479522878
ALBACETE;ALBACETE;02007;MADRID-CARTAGENA km 248,5;I;-1.845306;38.971778;03/12/2025 00:00;1.519;;;1.639;;1.469;1.559;;;;;;;;;;;;;;;;;;;;REPSOL Nº ESTACIÓN 97179;P;OM;L-V: 06:00-22:00;L-V: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;6;20;41;56;125;387;137.09351065263007
ALBACETE;ALBACETE;02007;CALLE AUTOVIA, SN;N;-1.888333;39.029167;01/12/2025 11:53;1.449;;;;;1.409;;;;;;;;;;;;;;0.899;;;;;;;LA GAVIOTA GASOLINERA 24 HORA;P;dm;L-D: 24H;"L-V: 00:00-08:30 (D), 08:30-19:00 (A), 19:00-23:59 (D); S-D: 24H (D)";2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;5;9;23;41;57;123;381;142.17982942388113
ALBACETE;ALBACETE;02007;CARRETERA C-M 332 KM. 2,6;D;-1.831611;38.998111;01/12/2025 00:45;1.559;;;1.679;;1.539;1.619;1.439;;;;;;;;;;;;;;;;;;;"INLOCOR S.L. ""CEPSA""";P;dm;L-D: 06:00-23:30;L-D: 06:00-23:30 (A);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;5;27;41;57;126;384;137.67168699453072
ALBACETE;ALBACETE;02007;CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N;D;-1.888083;39.029583;02/12/2025 00:00;;;;;;;;;;;;;;;1.279;1.129;;;;;;;;;;;NATURGY ES  GNV ALBACETE;P;dm;L-D: 24H;L-D: 24H (A);2025-12-02;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;5;9;23;41;57;123;381;142.14446574647113
ALBACETE;ALBACETE;02080;CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238;I;-1.873194;38.970778;01/12/2025 13:17;1.469;;;;;1.449;;;;;;;;;;;;;;;;;;;;;AREA LOS LLANOS;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;3;26;39;56;119;388;139.0883108061208
ALBACETE;ALBACETE;02080;AUTOVIA A-30 KM. 239,4;D;-1.93325;39.059806;03/12/2025 11:00;1.529;;;1.679;;1.489;1.559;;;;;;;;;;;;;;;;;;;; MOEVE;P;OM;L-D: 07:00-23:00;Sin datos;2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;4;29;66;129;379;144.8198185949698
ALBACETE;ALBACETE;02080;AUTOVIA A-30 KM. 239,4;I;-1.933056;39.060528;03/12/2025 14:00;1.519;;;;;1.499;1.565;;;;;;;;;;;;;;;;;;;;MOEVE;P;OM;L-D: 24H;L-D: 24H (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;3;28;66;129;380;144.78023763336358
ALBACETE;ALBACETE;02080;POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N;D;-1.823639;38.969361;28/11/2025 07:25;1.539;;;1.649;;1.499;1.589;;;;;;;;;;;;;0.989;;;;;;;CEPSA;P;dm;L-D: 06:30-22:30;Sin datos;2025-11-28;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;2;15;41;56;123;390;135.363590856209
ALCADOZO;ALCADOZO;02124;CM-3203 km 41,9;I;-1.978917;38.646833;01/12/2025 18:27;1.584;;;;;1.549;1.599;1.279;;;;;;;;;;;;;;;;;;;CEPSA;P;dm;L-D: 07:00-21:30;L-D: 07:00-21:30 (A);2025-12-01;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;2;5;91;427;133.04023266314724
ALCALÁ DEL JÚCAR;ALCALA DEL JUCAR;02210;CARRETERA CM-3201 47,1 KM. 47,1;D;-1.433222;39.203167;02/12/2025 13:19;1.469;;;;;1.439;;;;;;;;;;;;;;;;;;;;;EL JUCAR;P;dm;L-D: 08:00-20:00;Sin datos;2025-12-02;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;2;14;135;822;98.95432872399454
ALCARAZ;ALCARAZ;02300;CR N-322 276,5;D;-2.492222;38.673111;25/11/2025 15:11;1.569;;;1.699;;1.519;1.589;;;;;;;;;;;;;;;;;;;;REPSOL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);2025-11-25;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;0;7;44;402;176.9903220903049
ALCARAZ;JARDIN (EL);02330;CARRETERA 322 KM. 302;I;-2.327639;38.808528;03/12/2025 00:00;1.479;;1.529;;;1.459;1.509;;;;;;;;;;;;;;;;;;;;REPSOL;P;OM;L-V: 07:00-17:00;L-V: 07:00-17:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;0;5;83;425;167.27109325009735
ALMANSA;ALMANSA;02640;AVENIDA AYORA CON AVENIDA ADOLFO SUAREZ, S/N;D;-1.100028;38.878667;01/12/2025 04:15;1.379;;;;;1.349;;;;;;;;;;;;;;;;;;;;;PLENERGY;P;dm;L-D: 24H;L-D: 24H (D);2025-12-01;Descuento;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;4;6;8;27;119;1288;81.11806883589956
ALMANSA;ALMANSA;02640;AUTOVIA A-31 KM. 140;D;-1.17575;38.875028;02/12/2025 15:00;1.519;;;1.659;;1.509;1.589;;;;;;;;;;;;;;;;;;;;SHELL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);2025-12-02;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;1;7;18;105;1269;85.12398311848806
ALMANSA;ALMANSA;02640;CL AVDA. DE AYORA, S.N. A;D;-1.100528;38.874583;03/12/2025 00:00;1.529;;;1.639;;1.509;1.589;;;;;;;0.949;;;;;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;4;6;8;27;119;1290;80.794595616718
ALMANSA;ALMANSA;02640;AUTOVIA A-31 KM. 143,350;I;-1.143722;38.878278;03/12/2025 09:56;1.499;;;1.569;;1.509;1.609;;;;;;;;;;;;;0.899;;;;;;;MOEVE;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;6;7;26;110;1285;83.53218128819282
ALMANSA;ALMANSA;02640;AVENIDA CIRCUNVALACION, 9;N;-1.098889;38.879167;03/12/2025 13:44;1.379;;1.399;;;1.349;1.369;;;;;;;;;;;;;;;;;;;;BALLENOIL;P;OM;L-D: 24H;L-D: 24H (D);2025-12-03;Descuento;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;3;4;6;8;27;120;1287;81.0987599814225
ALMANSA;ALMANSA;02640;AVENIDA INFANTE DON JUAN MANUEL, 8;D;-1.102944;38.874556;01/12/2025 10:46;1.389;;;;;1.349;;;;;;;;;;;;;;0.899;;;;;;;QUALITY ALMANSA;P;dm;L-D: 24H;Sin datos;2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;4;4;6;8;27;119;1289;80.9255038486937
ALMANSA;ALMANSA;02640;AVENIDA MADRID, 11;N;-1.108;38.871556;03/12/2025 13:44;1.379;;1.399;;;1.349;1.369;;;;;;;;;;;;;;;;;;;;BALLENOIL;P;OM;L-D: 24H;L-D: 24H (D);2025-12-03;Descuento;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;2;4;6;8;27;118;1296;80.94959712258446
ALMANSA;ALMANSA;02640;AVENIDA CIRCUNVALACION, 26;N;-1.08475;38.859944;03/12/2025 09:55;1.499;;;;;1.509;1.609;;;;;;;;;;;;;0.899;;;;;;;MOEVE;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);2025-12-03;Petrolera;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;5;8;27;132;1307;78.66967355851624
ALMANSA;ALMANSA;02640;CARRETERA N-430 BADAJOZ A VALENCIA KM. 594;D;-1.027694;38.850278;01/12/2025 02:03;1.399;;;;;1.359;;1.109;;;;;;;;;;;;0.649;;;;;;;GASOLINERA LOW COST PENADES;P;dm;L-D: 24H;L-D: 24H (P);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;6;27;158;1333;74.76512131772957
ALPERA;ALPERA;02690;BONETE, S/Nº;N;-1.236552;38.958875;01/12/2025 10:19;1.376;;;;;1.351;;0.958;;;;;;;;;;;;;;;;;;;COOPERATIVA SANTA CRUZ DE ALPERA;P;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;0;20;83;1104;94.7632613850464
BALAZOTE;BALAZOTE;02320;N-322 km 326,2;D;-2.150639;38.878028;01/12/2025 12:21;1.556;;;;;1.512;;1.12;;;;;;;;;;;;;;;;;;;E.S. BALAZOTE S.L.;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;0;0;0;1;10;91;394;155.71936876762243
BARRAX;BARRAX;02639;CAMINO DE LOS GONZALOS SN;D;-2.192996;39.051236;01/12/2025 11:53;;;;;;1.34;;0.974;;;;;;;;;;;;;;;;;;;COABA;R;dm;L-D: 24H;L-D: 24H (A);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;1;1;20;138;400;166.6278444325947
BARRAX;BARRAX;02639;CALLE ALBACETE, 57;I;-2.195139;39.043139;01/12/2025 12:20;1.556;;;;;1.512;;1.12;;;;;;;;;;;;;;;;;;;E.S. BARRAX S.L.;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P);2025-12-01;Independiente;Albacete;Castilla - La Mancha;386464.0;193205.0;193259.0;1;1;1;1;20;138;405;167.04575329362402
